year,Value,country_code,indicator
2021,7.66486542253131,CAN,NY.GDP.DEFL.KD.ZG
2024,,CHE,NY.GDP.DEFL.KD.ZG
2023,1.02331402592833,CHE,NY.GDP.DEFL.KD.ZG
2022,2.4971595038279,CHE,NY.GDP.DEFL.KD.ZG
2021,1.24619196669597,CHE,NY.GDP.DEFL.KD.ZG
2024,,CHL,NY.GDP.DEFL.KD.ZG
2023,6.59951204566833,CHL,NY.GDP.DEFL.KD.ZG
2022,7.91378346570282,CHL,NY.GDP.DEFL.KD.ZG
2021,6.9147558846894,CHL,NY.GDP.DEFL.KD.ZG
2024,,CHN,NY.GDP.DEFL.KD.ZG
2023,-0.582393794026771,CHN,NY.GDP.DEFL.KD.ZG
2022,1.82367710735865,CHN,NY.GDP.DEFL.KD.ZG
2021,4.55232657897571,CHN,NY.GDP.DEFL.KD.ZG
2024,,CIV,NY.GDP.DEFL.KD.ZG
2023,2.92244000008407,CIV,NY.GDP.DEFL.KD.ZG
2022,2.08589858906348,CIV,NY.GDP.DEFL.KD.ZG
2021,3.93013137544369,CIV,NY.GDP.DEFL.KD.ZG
2024,,CMR,NY.GDP.DEFL.KD.ZG
2023,4.65972285962381,CMR,NY.GDP.DEFL.KD.ZG
2022,6.83105473248673,CMR,NY.GDP.DEFL.KD.ZG
2021,2.92103933375591,CMR,NY.GDP.DEFL.KD.ZG
2024,,COD,NY.GDP.DEFL.KD.ZG
2023,13.1719312219148,COD,NY.GDP.DEFL.KD.ZG
2022,10.1064172353471,COD,NY.GDP.DEFL.KD.ZG
2021,14.9754345531209,COD,NY.GDP.DEFL.KD.ZG
2024,,COG,NY.GDP.DEFL.KD.ZG
2023,-7.56770228699291,COG,NY.GDP.DEFL.KD.ZG
2022,18.2608987808466,COG,NY.GDP.DEFL.KD.ZG
2021,23.2907180099124,COG,NY.GDP.DEFL.KD.ZG
2024,,COL,NY.GDP.DEFL.KD.ZG
2023,6.33605731984103,COL,NY.GDP.DEFL.KD.ZG
2022,14.8665745551143,COL,NY.GDP.DEFL.KD.ZG
2021,7.80211309545884,COL,NY.GDP.DEFL.KD.ZG
2024,,COM,NY.GDP.DEFL.KD.ZG
2023,2.91808886046567,COM,NY.GDP.DEFL.KD.ZG
2022,4.94193319951842,COM,NY.GDP.DEFL.KD.ZG
2021,0.169479511384438,COM,NY.GDP.DEFL.KD.ZG
2024,,CPV,NY.GDP.DEFL.KD.ZG
2023,3.79259432080659,CPV,NY.GDP.DEFL.KD.ZG
2022,6.34319040438669,CPV,NY.GDP.DEFL.KD.ZG
2021,1.34990112558344,CPV,NY.GDP.DEFL.KD.ZG
2024,,CRI,NY.GDP.DEFL.KD.ZG
2023,-0.087922596921004,CRI,NY.GDP.DEFL.KD.ZG
2022,6.28038513680281,CRI,NY.GDP.DEFL.KD.ZG
2021,2.37413082580539,CRI,NY.GDP.DEFL.KD.ZG
2024,,CUB,NY.GDP.DEFL.KD.ZG
2023,,CUB,NY.GDP.DEFL.KD.ZG
2022,14.1554019623172,CUB,NY.GDP.DEFL.KD.ZG
2021,401.591191263656,CUB,NY.GDP.DEFL.KD.ZG
2024,,CYP,NY.GDP.DEFL.KD.ZG
2023,3.82970232014782,CYP,NY.GDP.DEFL.KD.ZG
2022,6.68855378219979,CYP,NY.GDP.DEFL.KD.ZG
2021,3.04391069697645,CYP,NY.GDP.DEFL.KD.ZG
2024,,CZE,NY.GDP.DEFL.KD.ZG
2023,8.15889263966358,CZE,NY.GDP.DEFL.KD.ZG
2022,8.67110088094911,CZE,NY.GDP.DEFL.KD.ZG
2021,4.03442638918558,CZE,NY.GDP.DEFL.KD.ZG
2024,,DEU,NY.GDP.DEFL.KD.ZG
2023,6.14291653024772,DEU,NY.GDP.DEFL.KD.ZG
2022,6.09185662231558,DEU,NY.GDP.DEFL.KD.ZG
2021,2.80292938819132,DEU,NY.GDP.DEFL.KD.ZG
2024,,DMA,NY.GDP.DEFL.KD.ZG
2023,2.86621599756806,DMA,NY.GDP.DEFL.KD.ZG
2022,3.56303629768684,DMA,NY.GDP.DEFL.KD.ZG
2021,3.02596515876192,DMA,NY.GDP.DEFL.KD.ZG
2024,,DNK,NY.GDP.DEFL.KD.ZG
2023,-3.78891798596015,DNK,NY.GDP.DEFL.KD.ZG
2022,9.09696553405558,DNK,NY.GDP.DEFL.KD.ZG
2021,2.76891919858527,DNK,NY.GDP.DEFL.KD.ZG
2024,,DOM,NY.GDP.DEFL.KD.ZG
2023,6.42391980187598,DOM,NY.GDP.DEFL.KD.ZG
2022,10.7141556508469,DOM,NY.GDP.DEFL.KD.ZG
2021,7.77715811136834,DOM,NY.GDP.DEFL.KD.ZG
2024,,DZA,NY.GDP.DEFL.KD.ZG
2023,0.854841037372282,DZA,NY.GDP.DEFL.KD.ZG
2022,22.9512626061838,DZA,NY.GDP.DEFL.KD.ZG
2021,15.9325995891296,DZA,NY.GDP.DEFL.KD.ZG
2024,,ECU,NY.GDP.DEFL.KD.ZG
2023,-0.408196858042402,ECU,NY.GDP.DEFL.KD.ZG
2022,2.19571108300103,ECU,NY.GDP.DEFL.KD.ZG
2021,2.04901082789537,ECU,NY.GDP.DEFL.KD.ZG
2024,,EGY,NY.GDP.DEFL.KD.ZG
2023,24.8250653743744,EGY,NY.GDP.DEFL.KD.ZG
2022,10.4257892435745,EGY,NY.GDP.DEFL.KD.ZG
2021,4.84715643244118,EGY,NY.GDP.DEFL.KD.ZG
2024,,ERI,NY.GDP.DEFL.KD.ZG
2023,,ERI,NY.GDP.DEFL.KD.ZG
2022,,ERI,NY.GDP.DEFL.KD.ZG
2021,,ERI,NY.GDP.DEFL.KD.ZG
2024,,ESP,NY.GDP.DEFL.KD.ZG
2023,6.23528003904008,ESP,NY.GDP.DEFL.KD.ZG
2022,4.71187418437,ESP,NY.GDP.DEFL.KD.ZG
2021,2.55611238398019,ESP,NY.GDP.DEFL.KD.ZG
2024,,EST,NY.GDP.DEFL.KD.ZG
2023,8.05478314709862,EST,NY.GDP.DEFL.KD.ZG
2022,15.7824225083313,EST,NY.GDP.DEFL.KD.ZG
2021,5.37232915617214,EST,NY.GDP.DEFL.KD.ZG
2024,,ETH,NY.GDP.DEFL.KD.ZG
2023,33.0206928816945,ETH,NY.GDP.DEFL.KD.ZG
2022,34.6673530169267,ETH,NY.GDP.DEFL.KD.ZG
2021,21.7632640675501,ETH,NY.GDP.DEFL.KD.ZG
2024,,FIN,NY.GDP.DEFL.KD.ZG
2023,3.91351734729513,FIN,NY.GDP.DEFL.KD.ZG
2022,5.44943422380896,FIN,NY.GDP.DEFL.KD.ZG
2021,2.43461236911682,FIN,NY.GDP.DEFL.KD.ZG
2024,,FJI,NY.GDP.DEFL.KD.ZG
2023,4.09957635834306,FJI,NY.GDP.DEFL.KD.ZG
2022,2.44798502613514,FJI,NY.GDP.DEFL.KD.ZG
2021,-2.51306312524909,FJI,NY.GDP.DEFL.KD.ZG
2024,,FRA,NY.GDP.DEFL.KD.ZG
2023,5.30357175264875,FRA,NY.GDP.DEFL.KD.ZG
2022,3.22063217116909,FRA,NY.GDP.DEFL.KD.ZG
2021,1.22181611014376,FRA,NY.GDP.DEFL.KD.ZG
2024,,FSM,NY.GDP.DEFL.KD.ZG
2023,6.1442403402407,FSM,NY.GDP.DEFL.KD.ZG
2022,11.1211664152841,FSM,NY.GDP.DEFL.KD.ZG
2021,1.98318062005774,FSM,NY.GDP.DEFL.KD.ZG
2024,,GAB,NY.GDP.DEFL.KD.ZG
2023,-9.96401107833999,GAB,NY.GDP.DEFL.KD.ZG
2022,14.7583426834649,GAB,NY.GDP.DEFL.KD.ZG
2021,20.3384091824716,GAB,NY.GDP.DEFL.KD.ZG
2024,,GBR,NY.GDP.DEFL.KD.ZG
2023,7.29825479586994,GBR,NY.GDP.DEFL.KD.ZG
2022,5.44390479781602,GBR,NY.GDP.DEFL.KD.ZG
2021,0.0665566228650079,GBR,NY.GDP.DEFL.KD.ZG
2024,,GEO,NY.GDP.DEFL.KD.ZG
2023,2.94809953621152,GEO,NY.GDP.DEFL.KD.ZG
2022,8.13545014384806,GEO,NY.GDP.DEFL.KD.ZG
2021,10.229587650373,GEO,NY.GDP.DEFL.KD.ZG
2024,,GHA,NY.GDP.DEFL.KD.ZG
2023,33.0798250532954,GHA,NY.GDP.DEFL.KD.ZG
2022,28.1682478691229,GHA,NY.GDP.DEFL.KD.ZG
2021,12.1061016311773,GHA,NY.GDP.DEFL.KD.ZG
2024,,GIN,NY.GDP.DEFL.KD.ZG
2023,3.92197888518862,GIN,NY.GDP.DEFL.KD.ZG
2022,2.80558292389495,GIN,NY.GDP.DEFL.KD.ZG
2021,11.9862978624966,GIN,NY.GDP.DEFL.KD.ZG
2024,,GMB,NY.GDP.DEFL.KD.ZG
2023,15.6019043854862,GMB,NY.GDP.DEFL.KD.ZG
2022,8.81707580376896,GMB,NY.GDP.DEFL.KD.ZG
2021,7.3821228563862,GMB,NY.GDP.DEFL.KD.ZG
2024,,GNB,NY.GDP.DEFL.KD.ZG
2023,5.39039286757867,GNB,NY.GDP.DEFL.KD.ZG
2022,4.2142843930848,GNB,NY.GDP.DEFL.KD.ZG
2021,2.16173928550757,GNB,NY.GDP.DEFL.KD.ZG
2024,,GNQ,NY.GDP.DEFL.KD.ZG
2023,-7.64752019845845,GNQ,NY.GDP.DEFL.KD.ZG
2022,22.1004087260455,GNQ,NY.GDP.DEFL.KD.ZG
2021,17.9386307222713,GNQ,NY.GDP.DEFL.KD.ZG
2024,,GRC,NY.GDP.DEFL.KD.ZG
2023,5.87456266805546,GRC,NY.GDP.DEFL.KD.ZG
2022,6.4958241447423,GRC,NY.GDP.DEFL.KD.ZG
2021,1.39275645318513,GRC,NY.GDP.DEFL.KD.ZG
2024,,GRD,NY.GDP.DEFL.KD.ZG
2023,3.823033409956,GRD,NY.GDP.DEFL.KD.ZG
2022,1.62494161129776,GRD,NY.GDP.DEFL.KD.ZG
2021,2.79031777299367,GRD,NY.GDP.DEFL.KD.ZG
2024,,GRL,NY.GDP.DEFL.KD.ZG
2023,,GRL,NY.GDP.DEFL.KD.ZG
2022,,GRL,NY.GDP.DEFL.KD.ZG
2021,-0.416168295320645,GRL,NY.GDP.DEFL.KD.ZG
2024,,GTM,NY.GDP.DEFL.KD.ZG
2023,6.64227801635242,GTM,NY.GDP.DEFL.KD.ZG
2022,6.31527590909438,GTM,NY.GDP.DEFL.KD.ZG
2021,3.16642125173291,GTM,NY.GDP.DEFL.KD.ZG
2024,,GUY,NY.GDP.DEFL.KD.ZG
2023,-12.8675261337105,GUY,NY.GDP.DEFL.KD.ZG
2022,12.0604452530687,GUY,NY.GDP.DEFL.KD.ZG
2021,22.4176933066434,GUY,NY.GDP.DEFL.KD.ZG
2024,,HKG,NY.GDP.DEFL.KD.ZG
2023,2.77774905222925,HKG,NY.GDP.DEFL.KD.ZG
2022,1.68885829817785,HKG,NY.GDP.DEFL.KD.ZG
2021,0.683636960252912,HKG,NY.GDP.DEFL.KD.ZG
2024,,HND,NY.GDP.DEFL.KD.ZG
2023,6.1785877403702,HND,NY.GDP.DEFL.KD.ZG
2022,9.31239503002736,HND,NY.GDP.DEFL.KD.ZG
2021,4.60572808888793,HND,NY.GDP.DEFL.KD.ZG
2024,,HRV,NY.GDP.DEFL.KD.ZG
2023,11.7403306343319,HRV,NY.GDP.DEFL.KD.ZG
2022,8.01280669780672,HRV,NY.GDP.DEFL.KD.ZG
2021,2.08111752959877,HRV,NY.GDP.DEFL.KD.ZG
2024,,HTI,NY.GDP.DEFL.KD.ZG
2023,31.5119631448975,HTI,NY.GDP.DEFL.KD.ZG
2022,30.2012918564443,HTI,NY.GDP.DEFL.KD.ZG
2021,18.9602364056386,HTI,NY.GDP.DEFL.KD.ZG
2024,,HUN,NY.GDP.DEFL.KD.ZG
2023,14.7490051351556,HUN,NY.GDP.DEFL.KD.ZG
2022,14.2313411581322,HUN,NY.GDP.DEFL.KD.ZG
2021,6.43924810515087,HUN,NY.GDP.DEFL.KD.ZG
2024,,IDN,NY.GDP.DEFL.KD.ZG
2023,1.5330736733459,IDN,NY.GDP.DEFL.KD.ZG
2022,9.56668684525337,IDN,NY.GDP.DEFL.KD.ZG
2021,6.00397322136207,IDN,NY.GDP.DEFL.KD.ZG
2024,,IND,NY.GDP.DEFL.KD.ZG
2023,1.33405065563208,IND,NY.GDP.DEFL.KD.ZG
2022,6.74751308321969,IND,NY.GDP.DEFL.KD.ZG
2021,8.35490771481598,IND,NY.GDP.DEFL.KD.ZG
2024,,IRL,NY.GDP.DEFL.KD.ZG
2023,3.62187153658782,IRL,NY.GDP.DEFL.KD.ZG
2022,6.76287565719737,IRL,NY.GDP.DEFL.KD.ZG
2021,1.09810305153333,IRL,NY.GDP.DEFL.KD.ZG
2024,,IRN,NY.GDP.DEFL.KD.ZG
2023,30.4931401221187,IRN,NY.GDP.DEFL.KD.ZG
2022,50.585248062505,IRN,NY.GDP.DEFL.KD.ZG
2021,56.3196546439665,IRN,NY.GDP.DEFL.KD.ZG
2024,,IRQ,NY.GDP.DEFL.KD.ZG
2023,-18.1894127218862,IRQ,NY.GDP.DEFL.KD.ZG
2022,26.9938337592464,IRQ,NY.GDP.DEFL.KD.ZG
2021,38.8998331529519,IRQ,NY.GDP.DEFL.KD.ZG
2024,,ISL,NY.GDP.DEFL.KD.ZG
2023,5.69949212718926,ISL,NY.GDP.DEFL.KD.ZG
2022,8.88519456670855,ISL,NY.GDP.DEFL.KD.ZG
2021,6.37202614559868,ISL,NY.GDP.DEFL.KD.ZG
2024,,ISR,NY.GDP.DEFL.KD.ZG
2023,4.26608944082265,ISR,NY.GDP.DEFL.KD.ZG
2022,4.72579800556809,ISR,NY.GDP.DEFL.KD.ZG
2021,2.07020211665778,ISR,NY.GDP.DEFL.KD.ZG
2024,,ITA,NY.GDP.DEFL.KD.ZG
2023,5.81875394007432,ITA,NY.GDP.DEFL.KD.ZG
2022,3.56016140243167,ITA,NY.GDP.DEFL.KD.ZG
2021,1.28332191197099,ITA,NY.GDP.DEFL.KD.ZG
2024,,JAM,NY.GDP.DEFL.KD.ZG
2023,11.6865531940529,JAM,NY.GDP.DEFL.KD.ZG
2022,12.7978003859778,JAM,NY.GDP.DEFL.KD.ZG
2021,7.42596071258264,JAM,NY.GDP.DEFL.KD.ZG
2024,,JOR,NY.GDP.DEFL.KD.ZG
2023,1.79036458654697,JOR,NY.GDP.DEFL.KD.ZG
2022,2.61607218645355,JOR,NY.GDP.DEFL.KD.ZG
2021,2.20360600532175,JOR,NY.GDP.DEFL.KD.ZG
2024,,JPN,NY.GDP.DEFL.KD.ZG
2023,3.79301783489684,JPN,NY.GDP.DEFL.KD.ZG
2022,0.333979877221765,JPN,NY.GDP.DEFL.KD.ZG
2021,-0.19006062486126,JPN,NY.GDP.DEFL.KD.ZG
2024,,KAZ,NY.GDP.DEFL.KD.ZG
2023,9.85761932391583,KAZ,NY.GDP.DEFL.KD.ZG
2022,19.7690064802492,KAZ,NY.GDP.DEFL.KD.ZG
2021,13.9300750551614,KAZ,NY.GDP.DEFL.KD.ZG
2024,,KEN,NY.GDP.DEFL.KD.ZG
2023,6.10780209189015,KEN,NY.GDP.DEFL.KD.ZG
2022,6.95705445631218,KEN,NY.GDP.DEFL.KD.ZG
2021,4.3307475585662,KEN,NY.GDP.DEFL.KD.ZG
2024,,KGZ,NY.GDP.DEFL.KD.ZG
2023,13.4157414075184,KGZ,NY.GDP.DEFL.KD.ZG
2022,19.6572842421774,KGZ,NY.GDP.DEFL.KD.ZG
2021,15.992797923604,KGZ,NY.GDP.DEFL.KD.ZG
2024,,KHM,NY.GDP.DEFL.KD.ZG
2023,1.06309607242758,KHM,NY.GDP.DEFL.KD.ZG
2022,3.51502483143302,KHM,NY.GDP.DEFL.KD.ZG
2021,2.64573403501885,KHM,NY.GDP.DEFL.KD.ZG
2024,,KIR,NY.GDP.DEFL.KD.ZG
2023,3.36844589533216,KIR,NY.GDP.DEFL.KD.ZG
2022,-2.43745796327806,KIR,NY.GDP.DEFL.KD.ZG
2021,9.47162129039607,KIR,NY.GDP.DEFL.KD.ZG
2024,,KNA,NY.GDP.DEFL.KD.ZG
2023,5.14466745732078,KNA,NY.GDP.DEFL.KD.ZG
2022,3.42010359088465,KNA,NY.GDP.DEFL.KD.ZG
2021,-3.32596719351518,KNA,NY.GDP.DEFL.KD.ZG
2024,,KOR,NY.GDP.DEFL.KD.ZG
2023,2.06407396162432,KOR,NY.GDP.DEFL.KD.ZG
2022,1.27552257409207,KOR,NY.GDP.DEFL.KD.ZG
2021,2.76293194144772,KOR,NY.GDP.DEFL.KD.ZG
2024,,KWT,NY.GDP.DEFL.KD.ZG
2023,-7.35671016267938,KWT,NY.GDP.DEFL.KD.ZG
2022,18.8292916806594,KWT,NY.GDP.DEFL.KD.ZG
2021,28.7770836845713,KWT,NY.GDP.DEFL.KD.ZG
2024,,LAO,NY.GDP.DEFL.KD.ZG
2023,24.4217202066692,LAO,NY.GDP.DEFL.KD.ZG
2022,15.7739459226011,LAO,NY.GDP.DEFL.KD.ZG
2021,3.71344836687553,LAO,NY.GDP.DEFL.KD.ZG
2024,,LBN,NY.GDP.DEFL.KD.ZG
2023,,LBN,NY.GDP.DEFL.KD.ZG
2022,112.149478998819,LBN,NY.GDP.DEFL.KD.ZG
2021,150.000716803737,LBN,NY.GDP.DEFL.KD.ZG
2024,,LBR,NY.GDP.DEFL.KD.ZG
2023,1.23085463416679,LBR,NY.GDP.DEFL.KD.ZG
2022,8.66620854081535,LBR,NY.GDP.DEFL.KD.ZG
2021,5.35427604467455,LBR,NY.GDP.DEFL.KD.ZG
2024,,LBY,NY.GDP.DEFL.KD.ZG
2023,-5.34146995735976,LBY,NY.GDP.DEFL.KD.ZG
2022,42.6971019985904,LBY,NY.GDP.DEFL.KD.ZG
2021,90.405606412238,LBY,NY.GDP.DEFL.KD.ZG
2024,,LCA,NY.GDP.DEFL.KD.ZG
2023,1.48963461512095,LCA,NY.GDP.DEFL.KD.ZG
2022,4.22003570092014,LCA,NY.GDP.DEFL.KD.ZG
2021,11.593212114006,LCA,NY.GDP.DEFL.KD.ZG
2024,,LKA,NY.GDP.DEFL.KD.ZG
2023,17.5191628455588,LKA,NY.GDP.DEFL.KD.ZG
2022,47.4637415221157,LKA,NY.GDP.DEFL.KD.ZG
2021,8.02109017405199,LKA,NY.GDP.DEFL.KD.ZG
2024,,LSO,NY.GDP.DEFL.KD.ZG
2023,-0.368097835928623,LSO,NY.GDP.DEFL.KD.ZG
2022,5.53005469308407,LSO,NY.GDP.DEFL.KD.ZG
2021,3.12378106466741,LSO,NY.GDP.DEFL.KD.ZG
2024,,LTU,NY.GDP.DEFL.KD.ZG
2023,9.02175581692678,LTU,NY.GDP.DEFL.KD.ZG
2022,16.0665436484411,LTU,NY.GDP.DEFL.KD.ZG
2021,5.99976586948216,LTU,NY.GDP.DEFL.KD.ZG
2024,,LUX,NY.GDP.DEFL.KD.ZG
2023,3.43002456230172,LUX,NY.GDP.DEFL.KD.ZG
2022,5.68354663317177,LUX,NY.GDP.DEFL.KD.ZG
2021,4.64389231812459,LUX,NY.GDP.DEFL.KD.ZG
2024,,LVA,NY.GDP.DEFL.KD.ZG
2023,6.4069165256975,LVA,NY.GDP.DEFL.KD.ZG
2022,9.83594135273617,LVA,NY.GDP.DEFL.KD.ZG
2021,3.29767842276085,LVA,NY.GDP.DEFL.KD.ZG
2024,,MAC,NY.GDP.DEFL.KD.ZG
2023,4.63616686120965,MAC,NY.GDP.DEFL.KD.ZG
2022,1.16083024773521,MAC,NY.GDP.DEFL.KD.ZG
2021,-0.878982907915272,MAC,NY.GDP.DEFL.KD.ZG
2024,,MAR,NY.GDP.DEFL.KD.ZG
2023,6.36094888191869,MAR,NY.GDP.DEFL.KD.ZG
2022,2.66186120617975,MAR,NY.GDP.DEFL.KD.ZG
2021,2.41520355664963,MAR,NY.GDP.DEFL.KD.ZG
2024,,MDA,NY.GDP.DEFL.KD.ZG
2023,8.70839048786753,MDA,NY.GDP.DEFL.KD.ZG
2022,19.2532036308322,MDA,NY.GDP.DEFL.KD.ZG
2021,6.38172855134019,MDA,NY.GDP.DEFL.KD.ZG
2024,,MDG,NY.GDP.DEFL.KD.ZG
2023,8.69367544716614,MDG,NY.GDP.DEFL.KD.ZG
2022,6.93296643519818,MDG,NY.GDP.DEFL.KD.ZG
2021,6.64074341609775,MDG,NY.GDP.DEFL.KD.ZG
2024,,MDV,NY.GDP.DEFL.KD.ZG
2023,1.88425407158763,MDV,NY.GDP.DEFL.KD.ZG
2022,3.41292623420735,MDV,NY.GDP.DEFL.KD.ZG
2021,2.82866184194621,MDV,NY.GDP.DEFL.KD.ZG
2024,,MEX,NY.GDP.DEFL.KD.ZG
2023,4.45991367594138,MEX,NY.GDP.DEFL.KD.ZG
2022,6.49719200406193,MEX,NY.GDP.DEFL.KD.ZG
2021,4.48797277024499,MEX,NY.GDP.DEFL.KD.ZG
2024,,MHL,NY.GDP.DEFL.KD.ZG
2023,6.51974948608529,MHL,NY.GDP.DEFL.KD.ZG
2022,-1.01768275096303,MHL,NY.GDP.DEFL.KD.ZG
2021,5.77905201152358,MHL,NY.GDP.DEFL.KD.ZG
2024,,MKD,NY.GDP.DEFL.KD.ZG
2023,7.76646685488322,MKD,NY.GDP.DEFL.KD.ZG
2022,8.87368732523663,MKD,NY.GDP.DEFL.KD.ZG
2021,4.28552531461972,MKD,NY.GDP.DEFL.KD.ZG
2024,,MLI,NY.GDP.DEFL.KD.ZG
2023,2.22593321089587,MLI,NY.GDP.DEFL.KD.ZG
2022,5.72783445978014,MLI,NY.GDP.DEFL.KD.ZG
2021,3.3589739985495,MLI,NY.GDP.DEFL.KD.ZG
2024,,MLT,NY.GDP.DEFL.KD.ZG
2023,5.30471876620035,MLT,NY.GDP.DEFL.KD.ZG
2022,5.06118591578404,MLT,NY.GDP.DEFL.KD.ZG
2021,2.42641153412831,MLT,NY.GDP.DEFL.KD.ZG
2024,,MMR,NY.GDP.DEFL.KD.ZG
2023,10.7876664462616,MMR,NY.GDP.DEFL.KD.ZG
2022,6.1637164891327,MMR,NY.GDP.DEFL.KD.ZG
2021,19.5172093720929,MMR,NY.GDP.DEFL.KD.ZG
2024,,MNE,NY.GDP.DEFL.KD.ZG
2023,10.5429703323513,MNE,NY.GDP.DEFL.KD.ZG
2022,12.3553221508805,MNE,NY.GDP.DEFL.KD.ZG
2021,4.72624261012977,MNE,NY.GDP.DEFL.KD.ZG
2024,,MNG,NY.GDP.DEFL.KD.ZG
2023,21.7690280161027,MNG,NY.GDP.DEFL.KD.ZG
2022,17.7147124177501,MNG,NY.GDP.DEFL.KD.ZG
2021,14.4200654807454,MNG,NY.GDP.DEFL.KD.ZG
2024,,MOZ,NY.GDP.DEFL.KD.ZG
2023,5.30134150828523,MOZ,NY.GDP.DEFL.KD.ZG
2022,9.15161419934587,MOZ,NY.GDP.DEFL.KD.ZG
2021,4.5505652081862,MOZ,NY.GDP.DEFL.KD.ZG
2024,,MRT,NY.GDP.DEFL.KD.ZG
2023,3.37147741701096,MRT,NY.GDP.DEFL.KD.ZG
2022,-0.61236174643426,MRT,NY.GDP.DEFL.KD.ZG
2021,7.46487321650835,MRT,NY.GDP.DEFL.KD.ZG
2024,,MUS,NY.GDP.DEFL.KD.ZG
2023,8.507830178109,MUS,NY.GDP.DEFL.KD.ZG
2022,9.56592044781137,MUS,NY.GDP.DEFL.KD.ZG
2021,3.15720035090573,MUS,NY.GDP.DEFL.KD.ZG
2024,,MWI,NY.GDP.DEFL.KD.ZG
2023,22.8067220172078,MWI,NY.GDP.DEFL.KD.ZG
2022,17.1668303930955,MWI,NY.GDP.DEFL.KD.ZG
2021,8.15296842929594,MWI,NY.GDP.DEFL.KD.ZG
2024,,MYS,NY.GDP.DEFL.KD.ZG
2023,-1.87225562537837,MYS,NY.GDP.DEFL.KD.ZG
2022,6.40348511820096,MYS,NY.GDP.DEFL.KD.ZG
2021,5.67593848764116,MYS,NY.GDP.DEFL.KD.ZG
2024,,NAM,NY.GDP.DEFL.KD.ZG
2023,6.41362439275798,NAM,NY.GDP.DEFL.KD.ZG
2022,6.44785295155228,NAM,NY.GDP.DEFL.KD.ZG
2021,1.5343303300027,NAM,NY.GDP.DEFL.KD.ZG
2024,,NER,NY.GDP.DEFL.KD.ZG
2023,3.38791792310056,NER,NY.GDP.DEFL.KD.ZG
2022,4.01899997944746,NER,NY.GDP.DEFL.KD.ZG
2021,3.11864597184903,NER,NY.GDP.DEFL.KD.ZG
2024,,NGA,NY.GDP.DEFL.KD.ZG
2023,12.6218692275514,NGA,NY.GDP.DEFL.KD.ZG
2022,11.3113349413983,NGA,NY.GDP.DEFL.KD.ZG
2021,10.1310336867347,NGA,NY.GDP.DEFL.KD.ZG
2024,,NIC,NY.GDP.DEFL.KD.ZG
2023,10.6686540407565,NIC,NY.GDP.DEFL.KD.ZG
2022,8.77765225788374,NIC,NY.GDP.DEFL.KD.ZG
2021,3.54283387393042,NIC,NY.GDP.DEFL.KD.ZG
2024,,NLD,NY.GDP.DEFL.KD.ZG
2023,7.343742684744,NLD,NY.GDP.DEFL.KD.ZG
2022,6.15557492580412,NLD,NY.GDP.DEFL.KD.ZG
2021,2.74734323804928,NLD,NY.GDP.DEFL.KD.ZG
2024,,NOR,NY.GDP.DEFL.KD.ZG
2023,-10.6191584030873,NOR,NY.GDP.DEFL.KD.ZG
2022,28.1618243830717,NOR,NY.GDP.DEFL.KD.ZG
2021,20.2134754838135,NOR,NY.GDP.DEFL.KD.ZG
2024,,NPL,NY.GDP.DEFL.KD.ZG
2023,5.41614518486134,NPL,NY.GDP.DEFL.KD.ZG
2022,8.24119195323605,NPL,NY.GDP.DEFL.KD.ZG
2021,6.76271216331268,NPL,NY.GDP.DEFL.KD.ZG
2024,,NZL,NY.GDP.DEFL.KD.ZG
2023,4.75854916721366,NZL,NY.GDP.DEFL.KD.ZG
2022,5.58708755877011,NZL,NY.GDP.DEFL.KD.ZG
2021,4.57816245517681,NZL,NY.GDP.DEFL.KD.ZG
2024,,OMN,NY.GDP.DEFL.KD.ZG
2023,-4.05592540343423,OMN,NY.GDP.DEFL.KD.ZG
2022,16.9897185502658,OMN,NY.GDP.DEFL.KD.ZG
2021,12.1410502759484,OMN,NY.GDP.DEFL.KD.ZG
2024,,PAK,NY.GDP.DEFL.KD.ZG
2023,25.9997683355601,PAK,NY.GDP.DEFL.KD.ZG
2022,13.9370112392938,PAK,NY.GDP.DEFL.KD.ZG
2021,10.2673420806694,PAK,NY.GDP.DEFL.KD.ZG
2024,,PAN,NY.GDP.DEFL.KD.ZG
2023,1.70673831397947,PAN,NY.GDP.DEFL.KD.ZG
2022,2.17180785976841,PAN,NY.GDP.DEFL.KD.ZG
2021,1.41511725950885,PAN,NY.GDP.DEFL.KD.ZG
2024,,PER,NY.GDP.DEFL.KD.ZG
2023,6.56634363134418,PER,NY.GDP.DEFL.KD.ZG
2022,4.76646193670118,PER,NY.GDP.DEFL.KD.ZG
2021,10.0831018285055,PER,NY.GDP.DEFL.KD.ZG
2024,,PHL,NY.GDP.DEFL.KD.ZG
2023,4.59648506190769,PHL,NY.GDP.DEFL.KD.ZG
2022,5.48864820202009,PHL,NY.GDP.DEFL.KD.ZG
2021,2.2824784602486,PHL,NY.GDP.DEFL.KD.ZG
2024,,PLW,NY.GDP.DEFL.KD.ZG
2023,8.24167046557693,PLW,NY.GDP.DEFL.KD.ZG
2022,9.86330040028969,PLW,NY.GDP.DEFL.KD.ZG
2021,5.59286809408013,PLW,NY.GDP.DEFL.KD.ZG
2024,,PNG,NY.GDP.DEFL.KD.ZG
2023,-3.62211156973066,PNG,NY.GDP.DEFL.KD.ZG
