ano,topic_code,pais,codigo_pais
2024,,Belgium,BE
2023,542674883879.225,Belgium,BE
2022,565356119426.461,Belgium,BE
2021,536427846318.596,Belgium,BE
2020,419501446549.729,Belgium,BE
2019,445308040880.784,Belgium,BE
2018,453011551860.862,Belgium,BE
2017,417980340772.354,Belgium,BE
2016,377606160656.616,Belgium,BE
2015,359051241755.781,Belgium,BE
2014,427143291974.744,Belgium,BE
2013,413572371493.06,Belgium,BE
2012,398975576107.852,Belgium,BE
2011,423187943008.756,Belgium,BE
2010,365156061525.001,Belgium,BE
2009,332700938045.898,Belgium,BE
2008,418418164815.625,Belgium,BE
2007,368740547135.766,Belgium,BE
2006,313563958756.941,Belgium,BE
2005,286519836951.906,Belgium,BE
2004,261796408380.927,Belgium,BE
2003,219593071857.725,Belgium,BE
2002,183016456470.236,Belgium,BE
2001,169538549671.103,Belgium,BE
2000,171786761887.373,Belgium,BE
