ano,topic_code,pais,codigo_pais
2024,,Denmark,DK
2023,5946952.0,Denmark,DK
2022,5903037.0,Denmark,DK
2021,5856733.0,Denmark,DK
2020,5831404.0,Denmark,DK
2019,5814422.0,Denmark,DK
2018,5793636.0,Denmark,DK
2017,5764980.0,Denmark,DK
2016,5728010.0,Denmark,DK
2015,5683483.0,Denmark,DK
2014,5643475.0,Denmark,DK
2013,5614932.0,Denmark,DK
2012,5591572.0,Denmark,DK
2011,5570572.0,Denmark,DK
2010,5547683.0,Denmark,DK
2009,5523095.0,Denmark,DK
2008,5493621.0,Denmark,DK
2007,5461438.0,Denmark,DK
2006,5437272.0,Denmark,DK
2005,5419432.0,Denmark,DK
2004,5404523.0,Denmark,DK
2003,5390574.0,Denmark,DK
2002,5375931.0,Denmark,DK
2001,5358783.0,Denmark,DK
2000,5339616.0,Denmark,DK
