ano,topic_code,pais,codigo_pais
2024,,Bulgaria,BG
2023,6446596.0,Bulgaria,BG
2022,6643324.0,Bulgaria,BG
2021,6877743.0,Bulgaria,BG
2020,6934015.0,Bulgaria,BG
2019,6975761.0,Bulgaria,BG
2018,7025037.0,Bulgaria,BG
2017,7075947.0,Bulgaria,BG
2016,7127822.0,Bulgaria,BG
2015,7177991.0,Bulgaria,BG
2014,7223938.0,Bulgaria,BG
2013,7265115.0,Bulgaria,BG
2012,7305888.0,Bulgaria,BG
2011,7348328.0,Bulgaria,BG
2010,7395599.0,Bulgaria,BG
2009,7444443.0,Bulgaria,BG
2008,7492561.0,Bulgaria,BG
2007,7545338.0,Bulgaria,BG
2006,7601022.0,Bulgaria,BG
2005,7658972.0,Bulgaria,BG
2004,7716860.0,Bulgaria,BG
2003,7775327.0,Bulgaria,BG
2002,7837161.0,Bulgaria,BG
2001,8009142.0,Bulgaria,BG
2000,8170172.0,Bulgaria,BG
