ano,topic_code,pais,codigo_pais
2024,,Cuba,CU
2023,11019931.0,Cuba,CU
2022,11059820.0,Cuba,CU
2021,11122168.0,Cuba,CU
2020,11176354.0,Cuba,CU
2019,11202846.0,Cuba,CU
2018,11227118.0,Cuba,CU
2017,11247829.0,Cuba,CU
2016,11265612.0,Cuba,CU
2015,11275065.0,Cuba,CU
2014,11285775.0,Cuba,CU
2013,11298167.0,Cuba,CU
2012,11303175.0,Cuba,CU
2011,11301571.0,Cuba,CU
2010,11297409.0,Cuba,CU
2009,11294719.0,Cuba,CU
2008,11291762.0,Cuba,CU
2007,11287272.0,Cuba,CU
2006,11278550.0,Cuba,CU
2005,11262554.0,Cuba,CU
2004,11238756.0,Cuba,CU
2003,11209383.0,Cuba,CU
2002,11177418.0,Cuba,CU
2001,11144132.0,Cuba,CU
2000,11109109.0,Cuba,CU
