ano,topic_code,pais,codigo_pais
2024,,Antigua and Barbuda,AG
2023,93316.0,Antigua and Barbuda,AG
2022,92840.0,Antigua and Barbuda,AG
2021,92349.0,Antigua and Barbuda,AG
2020,91846.0,Antigua and Barbuda,AG
2019,91364.0,Antigua and Barbuda,AG
2018,90926.0,Antigua and Barbuda,AG
2017,90468.0,Antigua and Barbuda,AG
2016,89969.0,Antigua and Barbuda,AG
2015,89409.0,Antigua and Barbuda,AG
2014,88765.0,Antigua and Barbuda,AG
2013,88064.0,Antigua and Barbuda,AG
2012,87260.0,Antigua and Barbuda,AG
2011,86332.0,Antigua and Barbuda,AG
2010,85320.0,Antigua and Barbuda,AG
2009,84173.0,Antigua and Barbuda,AG
2008,82912.0,Antigua and Barbuda,AG
2007,81704.0,Antigua and Barbuda,AG
2006,80604.0,Antigua and Barbuda,AG
2005,79611.0,Antigua and Barbuda,AG
2004,78719.0,Antigua and Barbuda,AG
2003,77884.0,Antigua and Barbuda,AG
2002,77032.0,Antigua and Barbuda,AG
2001,76069.0,Antigua and Barbuda,AG
2000,74912.0,Antigua and Barbuda,AG
