ano,topic_code,pais,codigo_pais
2024,,Cote d'Ivoire,CI
2023,31165654.0,Cote d'Ivoire,CI
2022,30395002.0,Cote d'Ivoire,CI
2021,29639736.0,Cote d'Ivoire,CI
2020,28915449.0,Cote d'Ivoire,CI
2019,28193009.0,Cote d'Ivoire,CI
2018,27464173.0,Cote d'Ivoire,CI
2017,26733372.0,Cote d'Ivoire,CI
2016,25989405.0,Cote d'Ivoire,CI
2015,25246342.0,Cote d'Ivoire,CI
2014,24527395.0,Cote d'Ivoire,CI
2013,23939775.0,Cote d'Ivoire,CI
2012,23467078.0,Cote d'Ivoire,CI
2011,22982000.0,Cote d'Ivoire,CI
2010,22488065.0,Cote d'Ivoire,CI
2009,21997940.0,Cote d'Ivoire,CI
2008,21514439.0,Cote d'Ivoire,CI
2007,21030558.0,Cote d'Ivoire,CI
2006,20546802.0,Cote d'Ivoire,CI
2005,20068458.0,Cote d'Ivoire,CI
2004,19595000.0,Cote d'Ivoire,CI
2003,19125542.0,Cote d'Ivoire,CI
2002,18654771.0,Cote d'Ivoire,CI
2001,18178913.0,Cote d'Ivoire,CI
2000,17699004.0,Cote d'Ivoire,CI
