ano,topic_code,pais,codigo_pais
2024,,Dominica,DM
2023,66510.0,Dominica,DM
2022,66826.0,Dominica,DM
2021,67202.0,Dominica,DM
2020,67573.0,Dominica,DM
2019,67880.0,Dominica,DM
2018,68174.0,Dominica,DM
2017,68496.0,Dominica,DM
2016,69606.0,Dominica,DM
2015,70410.0,Dominica,DM
2014,70373.0,Dominica,DM
2013,69715.0,Dominica,DM
2012,69118.0,Dominica,DM
2011,69053.0,Dominica,DM
2010,68859.0,Dominica,DM
2009,68864.0,Dominica,DM
2008,68854.0,Dominica,DM
2007,68847.0,Dominica,DM
2006,68806.0,Dominica,DM
2005,68734.0,Dominica,DM
2004,68649.0,Dominica,DM
2003,68531.0,Dominica,DM
2002,68367.0,Dominica,DM
2001,68288.0,Dominica,DM
2000,68511.0,Dominica,DM
