ano,topic_code,pais,codigo_pais
2024,,Czechia,CZ
2023,10864042.0,Czechia,CZ
2022,10672118.0,Czechia,CZ
2021,10505772.0,Czechia,CZ
2020,10697858.0,Czechia,CZ
2019,10671870.0,Czechia,CZ
2018,10629928.0,Czechia,CZ
2017,10594438.0,Czechia,CZ
2016,10566332.0,Czechia,CZ
2015,10546059.0,Czechia,CZ
2014,10525347.0,Czechia,CZ
2013,10514272.0,Czechia,CZ
2012,10510785.0,Czechia,CZ
2011,10496088.0,Czechia,CZ
2010,10474410.0,Czechia,CZ
2009,10443936.0,Czechia,CZ
2008,10384603.0,Czechia,CZ
2007,10298828.0,Czechia,CZ
2006,10238905.0,Czechia,CZ
2005,10211216.0,Czechia,CZ
2004,10197101.0,Czechia,CZ
2003,10193998.0,Czechia,CZ
2002,10196916.0,Czechia,CZ
2001,10216605.0,Czechia,CZ
2000,10255063.0,Czechia,CZ
