ano,topic_code,pais,codigo_pais
2024,,Albania,AL
2023,2745972.0,Albania,AL
2022,2777689.0,Albania,AL
2021,2811666.0,Albania,AL
2020,2837849.0,Albania,AL
2019,2854191.0,Albania,AL
2018,2866376.0,Albania,AL
2017,2873457.0,Albania,AL
2016,2876101.0,Albania,AL
2015,2880703.0,Albania,AL
2014,2889104.0,Albania,AL
2013,2895092.0,Albania,AL
2012,2900401.0,Albania,AL
2011,2905195.0,Albania,AL
2010,2913021.0,Albania,AL
2009,2927519.0,Albania,AL
2008,2947314.0,Albania,AL
2007,2970017.0,Albania,AL
2006,2992547.0,Albania,AL
2005,3011487.0,Albania,AL
2004,3026939.0,Albania,AL
2003,3039616.0,Albania,AL
2002,3051010.0,Albania,AL
2001,3060173.0,Albania,AL
2000,3089027.0,Albania,AL
