ano,topic_code,pais,codigo_pais
2024,,Fiji,FJ
2023,924145.0,Fiji,FJ
2022,919422.0,Fiji,FJ
2021,916711.0,Fiji,FJ
2020,914963.0,Fiji,FJ
2019,914899.0,Fiji,FJ
2018,917180.0,Fiji,FJ
2017,918759.0,Fiji,FJ
2016,919166.0,Fiji,FJ
2015,918578.0,Fiji,FJ
2014,917585.0,Fiji,FJ
2013,916352.0,Fiji,FJ
2012,914918.0,Fiji,FJ
2011,912989.0,Fiji,FJ
2010,910419.0,Fiji,FJ
2009,907239.0,Fiji,FJ
2008,903399.0,Fiji,FJ
2007,897832.0,Fiji,FJ
2006,890365.0,Fiji,FJ
2005,882379.0,Fiji,FJ
2004,874366.0,Fiji,FJ
2003,866286.0,Fiji,FJ
2002,858049.0,Fiji,FJ
2001,849596.0,Fiji,FJ
2000,840909.0,Fiji,FJ
