ano,topic_code,pais,codigo_pais
2024,,Chile,CL
2023,19658835.0,Chile,CL
2022,19553036.0,Chile,CL
2021,19456334.0,Chile,CL
2020,19370624.0,Chile,CL
2019,19197744.0,Chile,CL
2018,18893191.0,Chile,CL
2017,18558868.0,Chile,CL
2016,18267221.0,Chile,CL
2015,18047625.0,Chile,CL
2014,17864195.0,Chile,CL
2013,17687006.0,Chile,CL
2012,17519119.0,Chile,CL
2011,17351816.0,Chile,CL
2010,17181464.0,Chile,CL
2009,17009731.0,Chile,CL
2008,16838988.0,Chile,CL
2007,16671581.0,Chile,CL
2006,16509195.0,Chile,CL
2005,16348778.0,Chile,CL
2004,16187322.0,Chile,CL
2003,16024752.0,Chile,CL
2002,15857925.0,Chile,CL
2001,15683849.0,Chile,CL
2000,15503635.0,Chile,CL
