ano,topic_code,pais,codigo_pais
2024,,Burundi,BI
2023,13689450.0,Burundi,BI
2022,13321097.0,Burundi,BI
2021,12965481.0,Burundi,BI
2020,12617036.0,Burundi,BI
2019,12255336.0,Burundi,BI
2018,11859446.0,Burundi,BI
2017,11506762.0,Burundi,BI
2016,11239451.0,Burundi,BI
2015,11047580.0,Burundi,BI
2014,10799785.0,Burundi,BI
2013,10439341.0,Burundi,BI
2012,10071028.0,Burundi,BI
2011,9717978.0,Burundi,BI
2010,9376444.0,Burundi,BI
2009,8947646.0,Burundi,BI
2008,8505637.0,Burundi,BI
2007,8161874.0,Burundi,BI
2006,7865547.0,Burundi,BI
2005,7587299.0,Burundi,BI
2004,7310656.0,Burundi,BI
2003,7043154.0,Burundi,BI
2002,6824132.0,Burundi,BI
2001,6634365.0,Burundi,BI
2000,6470194.0,Burundi,BI
