ano,topic_code,pais,codigo_pais
2024,,Ecuador,EC
2023,17980083.0,Ecuador,EC
2022,17823897.0,Ecuador,EC
2021,17682454.0,Ecuador,EC
2020,17546065.0,Ecuador,EC
2019,17340021.0,Ecuador,EC
2018,17049547.0,Ecuador,EC
2017,16759519.0,Ecuador,EC
2016,16505139.0,Ecuador,EC
2015,16266225.0,Ecuador,EC
2014,16035124.0,Ecuador,EC
2013,15807128.0,Ecuador,EC
2012,15572194.0,Ecuador,EC
2011,15326227.0,Ecuador,EC
2010,15076695.0,Ecuador,EC
2009,14825954.0,Ecuador,EC
2008,14575202.0,Ecuador,EC
2007,14328773.0,Ecuador,EC
2006,14086131.0,Ecuador,EC
2005,13846163.0,Ecuador,EC
2004,13608701.0,Ecuador,EC
2003,13372306.0,Ecuador,EC
2002,13138472.0,Ecuador,EC
2001,12910740.0,Ecuador,EC
2000,12689206.0,Ecuador,EC
