ano,topic_code,pais,codigo_pais
2024,,Eritrea,ER
2023,3470390.0,Eritrea,ER
2022,3409447.0,Eritrea,ER
2021,3350183.0,Eritrea,ER
2020,3291271.0,Eritrea,ER
2019,3240194.0,Eritrea,ER
2018,3192760.0,Eritrea,ER
2017,3150347.0,Eritrea,ER
2016,3124698.0,Eritrea,ER
2015,3105546.0,Eritrea,ER
2014,3095173.0,Eritrea,ER
2013,3074360.0,Eritrea,ER
2012,3036988.0,Eritrea,ER
2011,2998485.0,Eritrea,ER
2010,2945186.0,Eritrea,ER
2009,2887885.0,Eritrea,ER
2008,2816327.0,Eritrea,ER
2007,2743222.0,Eritrea,ER
2006,2703502.0,Eritrea,ER
2005,2661215.0,Eritrea,ER
2004,2598284.0,Eritrea,ER
2003,2493903.0,Eritrea,ER
2002,2392978.0,Eritrea,ER
2001,2312079.0,Eritrea,ER
2000,2247031.0,Eritrea,ER
