ano,topic_code,pais,codigo_pais
2024,,Estonia,EE
2023,1370286.0,Estonia,EE
2022,1348840.0,Estonia,EE
2021,1330932.0,Estonia,EE
2020,1329522.0,Estonia,EE
2019,1326898.0,Estonia,EE
2018,1321977.0,Estonia,EE
2017,1317384.0,Estonia,EE
2016,1315790.0,Estonia,EE
2015,1315407.0,Estonia,EE
2014,1314545.0,Estonia,EE
2013,1317997.0,Estonia,EE
2012,1322696.0,Estonia,EE
2011,1327439.0,Estonia,EE
2010,1331475.0,Estonia,EE
2009,1334515.0,Estonia,EE
2008,1337090.0,Estonia,EE
2007,1340680.0,Estonia,EE
2006,1346810.0,Estonia,EE
2005,1354775.0,Estonia,EE
2004,1362550.0,Estonia,EE
2003,1370720.0,Estonia,EE
2002,1379350.0,Estonia,EE
2001,1388115.0,Estonia,EE
2000,1396985.0,Estonia,EE
