ano,topic_code,pais,codigo_pais
2024,,Aruba,AW
2023,107359.0,Aruba,AW
2022,107310.0,Aruba,AW
2021,107700.0,Aruba,AW
2020,108587.0,Aruba,AW
2019,109203.0,Aruba,AW
2018,108908.0,Aruba,AW
2017,108735.0,Aruba,AW
2016,108727.0,Aruba,AW
2015,107906.0,Aruba,AW
2014,106807.0,Aruba,AW
2013,105675.0,Aruba,AW
2012,104110.0,Aruba,AW
2011,102591.0,Aruba,AW
2010,101838.0,Aruba,AW
2009,101604.0,Aruba,AW
2008,100917.0,Aruba,AW
2007,100150.0,Aruba,AW
2006,99405.0,Aruba,AW
2005,97635.0,Aruba,AW
2004,95138.0,Aruba,AW
2003,93128.0,Aruba,AW
2002,92074.0,Aruba,AW
2001,91439.0,Aruba,AW
2000,90588.0,Aruba,AW
