ano,topic_code,pais,codigo_pais
2024,,China,CN
2023,1410710000.0,China,CN
2022,1412175000.0,China,CN
2021,1412360000.0,China,CN
2020,1411100000.0,China,CN
2019,1407745000.0,China,CN
2018,1402760000.0,China,CN
2017,1396215000.0,China,CN
2016,1387790000.0,China,CN
2015,1379860000.0,China,CN
2014,1371860000.0,China,CN
2013,1363240000.0,China,CN
2012,1354190000.0,China,CN
2011,1345035000.0,China,CN
2010,1337705000.0,China,CN
2009,1331260000.0,China,CN
2008,1324655000.0,China,CN
2007,1317885000.0,China,CN
2006,1311020000.0,China,CN
2005,1303720000.0,China,CN
2004,1296075000.0,China,CN
2003,1288400000.0,China,CN
2002,1280400000.0,China,CN
2001,1271850000.0,China,CN
2000,1262645000.0,China,CN
