ano,topic_code,pais,codigo_pais
2024,,Barbados,BB
2023,282336.0,Barbados,BB
2022,282318.0,Barbados,BB
2021,282147.0,Barbados,BB
2020,281698.0,Barbados,BB
2019,281207.0,Barbados,BB
2018,280711.0,Barbados,BB
2017,280171.0,Barbados,BB
2016,279598.0,Barbados,BB
2015,278990.0,Barbados,BB
2014,278348.0,Barbados,BB
2013,277665.0,Barbados,BB
2012,276938.0,Barbados,BB
2011,276139.0,Barbados,BB
2010,275243.0,Barbados,BB
2009,274123.0,Barbados,BB
2008,272714.0,Barbados,BB
2007,271288.0,Barbados,BB
2006,270002.0,Barbados,BB
2005,268706.0,Barbados,BB
2004,267298.0,Barbados,BB
2003,265776.0,Barbados,BB
2002,264148.0,Barbados,BB
2001,262425.0,Barbados,BB
2000,262063.0,Barbados,BB
