ano,topic_code,pais,codigo_pais
2024,,Afghanistan,AF
2023,41454761.0,Afghanistan,AF
2022,40578842.0,Afghanistan,AF
2021,40000412.0,Afghanistan,AF
2020,39068979.0,Afghanistan,AF
2019,37856121.0,Afghanistan,AF
2018,36743039.0,Afghanistan,AF
2017,35688935.0,Afghanistan,AF
2016,34700612.0,Afghanistan,AF
2015,33831764.0,Afghanistan,AF
2014,32792523.0,Afghanistan,AF
2013,31622704.0,Afghanistan,AF
2012,30560034.0,Afghanistan,AF
2011,29347708.0,Afghanistan,AF
2010,28284089.0,Afghanistan,AF
2009,27466101.0,Afghanistan,AF
2008,26482622.0,Afghanistan,AF
2007,25909852.0,Afghanistan,AF
2006,25424094.0,Afghanistan,AF
2005,24404567.0,Afghanistan,AF
2004,23560654.0,Afghanistan,AF
2003,22733049.0,Afghanistan,AF
2002,21378117.0,Afghanistan,AF
2001,20284307.0,Afghanistan,AF
2000,20130327.0,Afghanistan,AF
