ano,topic_code,pais,codigo_pais
2024,,Colombia,CO
2023,52321152.0,Colombia,CO
2022,51737944.0,Colombia,CO
2021,51188173.0,Colombia,CO
2020,50629997.0,Colombia,CO
2019,49907985.0,Colombia,CO
2018,49024465.0,Colombia,CO
2017,48131078.0,Colombia,CO
2016,47437512.0,Colombia,CO
2015,46969940.0,Colombia,CO
2014,46565429.0,Colombia,CO
2013,46151584.0,Colombia,CO
2012,45715810.0,Colombia,CO
2011,45259614.0,Colombia,CO
2010,44777319.0,Colombia,CO
2009,44271541.0,Colombia,CO
2008,43758808.0,Colombia,CO
2007,43235374.0,Colombia,CO
2006,42691084.0,Colombia,CO
2005,42128977.0,Colombia,CO
2004,41543171.0,Colombia,CO
2003,40937429.0,Colombia,CO
2002,40324680.0,Colombia,CO
2001,39709262.0,Colombia,CO
2000,39089934.0,Colombia,CO
