ano,topic_code,pais,codigo_pais
2024,,Botswana,BW
2023,2480244.0,Botswana,BW
2022,2439892.0,Botswana,BW
2021,2401441.0,Botswana,BW
2020,2365894.0,Botswana,BW
2019,2332083.0,Botswana,BW
2018,2299141.0,Botswana,BW
2017,2266747.0,Botswana,BW
2016,2234776.0,Botswana,BW
2015,2203273.0,Botswana,BW
2014,2172044.0,Botswana,BW
2013,2140682.0,Botswana,BW
2012,2108617.0,Botswana,BW
2011,2073535.0,Botswana,BW
2010,2033111.0,Botswana,BW
2009,1990673.0,Botswana,BW
2008,1949970.0,Botswana,BW
2007,1911201.0,Botswana,BW
2006,1874516.0,Botswana,BW
2005,1839877.0,Botswana,BW
2004,1807146.0,Botswana,BW
2003,1775736.0,Botswana,BW
2002,1744763.0,Botswana,BW
2001,1712254.0,Botswana,BW
2000,1677382.0,Botswana,BW
