ano,topic_code,pais,codigo_pais
2024,,Bahrain,BH
2023,1577059.0,Bahrain,BH
2022,1524693.0,Bahrain,BH
2021,1504365.0,Bahrain,BH
2020,1472204.0,Bahrain,BH
2019,1483756.0,Bahrain,BH
2018,1503091.0,Bahrain,BH
2017,1501116.0,Bahrain,BH
2016,1423726.0,Bahrain,BH
2015,1370322.0,Bahrain,BH
2014,1314562.0,Bahrain,BH
2013,1253191.0,Bahrain,BH
2012,1208964.0,Bahrain,BH
2011,1195020.0,Bahrain,BH
2010,1228543.0,Bahrain,BH
2009,1178415.0,Bahrain,BH
2008,1103496.0,Bahrain,BH
2007,1039295.0,Bahrain,BH
2006,960424.0,Bahrain,BH
2005,888822.0,Bahrain,BH
2004,823741.0,Bahrain,BH
2003,764517.0,Bahrain,BH
2002,710553.0,Bahrain,BH
2001,661316.0,Bahrain,BH
2000,637582.0,Bahrain,BH
