ano,topic_code,pais,codigo_pais
2024,,Benin,BJ
2023,60.774,Benin,BJ
2022,60.475,Benin,BJ
2021,59.61,Benin,BJ
2020,60.154,Benin,BJ
2019,59.888,Benin,BJ
2018,59.71,Benin,BJ
2017,59.528,Benin,BJ
2016,59.283,Benin,BJ
2015,59.123,Benin,BJ
2014,59.008,Benin,BJ
2013,58.863,Benin,BJ
2012,58.559,Benin,BJ
2011,58.462,Benin,BJ
2010,58.387,Benin,BJ
2009,58.258,Benin,BJ
2008,58.099,Benin,BJ
2007,58.249,Benin,BJ
2006,57.966,Benin,BJ
2005,57.738,Benin,BJ
2004,57.346,Benin,BJ
2003,57.092,Benin,BJ
2002,56.851,Benin,BJ
2001,56.654,Benin,BJ
2000,56.594,Benin,BJ
