ano,topic_code,pais,codigo_pais
2024,,Bermuda,BM
2023,82.309,Bermuda,BM
2022,82.062,Bermuda,BM
2021,81.745,Bermuda,BM
2020,81.456,Bermuda,BM
2019,81.251,Bermuda,BM
2018,80.986,Bermuda,BM
2017,80.686,Bermuda,BM
2016,80.476,Bermuda,BM
2015,80.338,Bermuda,BM
2014,80.199,Bermuda,BM
2013,80.016,Bermuda,BM
2012,79.847,Bermuda,BM
2011,79.651,Bermuda,BM
2010,79.414,Bermuda,BM
2009,79.229,Bermuda,BM
2008,79.101,Bermuda,BM
2007,79.006,Bermuda,BM
2006,78.87,Bermuda,BM
2005,78.874,Bermuda,BM
2004,78.898,Bermuda,BM
2003,78.715,Bermuda,BM
2002,78.841,Bermuda,BM
2001,78.637,Bermuda,BM
2000,78.251,Bermuda,BM
