ano,topic_code,pais,codigo_pais
2024,,Azerbaijan,AZ
2023,1.12397432709641,Azerbaijan,AZ
2022,4.71480236521231,Azerbaijan,AZ
2021,5.61645102853028,Azerbaijan,AZ
2020,-4.30000010230737,Azerbaijan,AZ
2019,2.50000006743734,Azerbaijan,AZ
2018,1.49999999999999,Azerbaijan,AZ
2017,0.199999938958655,Azerbaijan,AZ
2016,-3.09999988037266,Azerbaijan,AZ
2015,1.09397591627469,Azerbaijan,AZ
2014,2.75050681535518,Azerbaijan,AZ
2013,5.80980084268208,Azerbaijan,AZ
2012,2.1652394748416,Azerbaijan,AZ
2011,0.10000013782458,Azerbaijan,AZ
2010,5.04894451349574,Azerbaijan,AZ
2009,9.29636374447091,Azerbaijan,AZ
2008,10.7589780604684,Azerbaijan,AZ
2007,24.9999998515683,Azerbaijan,AZ
2006,34.5,Azerbaijan,AZ
2005,27.9615381082131,Azerbaijan,AZ
2004,9.25380179728907,Azerbaijan,AZ
2003,10.2082994004776,Azerbaijan,AZ
2002,9.43891626906561,Azerbaijan,AZ
2001,9.89999986533643,Azerbaijan,AZ
2000,11.0999991434346,Azerbaijan,AZ
