ano,topic_code,pais,codigo_pais
2024,,Djibouti,DJ
2023,6.67664964361434,Djibouti,DJ
2022,3.72857647005031,Djibouti,DJ
2021,4.52234774643705,Djibouti,DJ
2020,1.31636324158441,Djibouti,DJ
2019,5.5451305999467,Djibouti,DJ
2018,4.7744168883374,Djibouti,DJ
2017,5.458091517212,Djibouti,DJ
2016,7.1234323372872,Djibouti,DJ
2015,7.52610891881017,Djibouti,DJ
2014,7.06154324233921,Djibouti,DJ
2013,,Djibouti,DJ
2012,,Djibouti,DJ
2011,,Djibouti,DJ
2010,,Djibouti,DJ
2009,,Djibouti,DJ
2008,,Djibouti,DJ
2007,,Djibouti,DJ
2006,,Djibouti,DJ
2005,,Djibouti,DJ
2004,,Djibouti,DJ
2003,,Djibouti,DJ
2002,,Djibouti,DJ
2001,,Djibouti,DJ
2000,,Djibouti,DJ
