ano,topic_code,pais,codigo_pais
2024,,Germany,DE
2023,-0.266438410090913,Germany,DE
2022,1.36973105536585,Germany,DE
2021,3.66999986156735,Germany,DE
2020,-4.09513749064689,Germany,DE
2019,0.987893349167578,Germany,DE
2018,1.11644310926225,Germany,DE
2017,2.71602451931592,Germany,DE
2016,2.29471067684281,Germany,DE
2015,1.65271977174628,Germany,DE
2014,2.16949892879079,Germany,DE
2013,0.386224576109953,Germany,DE
2012,0.474291305855544,Germany,DE
2011,3.75796886586348,Germany,DE
2010,4.14676754532437,Germany,DE
2009,-5.54516453771706,Germany,DE
2008,0.910403196145353,Germany,DE
2007,2.89010718962479,Germany,DE
2006,3.85573615221429,Germany,DE
2005,0.885697236264619,Germany,DE
2004,1.16236826742538,Germany,DE
2003,-0.529928993631358,Germany,DE
2002,-0.228310249295362,Germany,DE
2001,1.63654101289237,Germany,DE
2000,2.87724594841264,Germany,DE
