ano,topic_code,pais,codigo_pais
2024,,American Samoa,AS
2023,,American Samoa,AS
2022,1.73501577287065,American Samoa,AS
2021,-0.782472613458523,American Samoa,AS
2020,4.41176470588236,American Samoa,AS
2019,-0.487804878048777,American Samoa,AS
2018,2.6711185308848,American Samoa,AS
2017,-6.98757763975155,American Samoa,AS
2016,-1.67938931297709,American Samoa,AS
2015,3.14960629921259,American Samoa,AS
2014,1.76282051282051,American Samoa,AS
2013,-2.5,American Samoa,AS
2012,-4.33482810164425,American Samoa,AS
2011,0.0,American Samoa,AS
2010,0.299850074962521,American Samoa,AS
2009,-4.16666666666666,American Samoa,AS
2008,-2.65734265734265,American Samoa,AS
2007,1.85185185185186,American Samoa,AS
2006,-4.09836065573771,American Samoa,AS
2005,-0.408163265306129,American Samoa,AS
2004,0.409836065573771,American Samoa,AS
2003,0.965517241379317,American Samoa,AS
2002,,American Samoa,AS
2001,,American Samoa,AS
2000,,American Samoa,AS
