ano,topic_code,pais,codigo_pais
2024,,Armenia,AM
2023,8.29999999959539,Armenia,AM
2022,12.5999999997766,Armenia,AM
2021,5.80000000065645,Armenia,AM
2020,-7.19999999920631,Armenia,AM
2019,7.59999999853918,Armenia,AM
2018,5.19999999965324,Armenia,AM
2017,7.50000000164144,Armenia,AM
2016,0.199999999825991,Armenia,AM
2015,3.19999999896625,Armenia,AM
2014,3.60000000058993,Armenia,AM
2013,3.3,Armenia,AM
2012,7.20000000096486,Armenia,AM
2011,4.69999999867412,Armenia,AM
2010,2.2000000002151,Armenia,AM
2009,-14.1000000006998,Armenia,AM
2008,6.90000000042959,Armenia,AM
2007,13.7000000015467,Armenia,AM
2006,13.1999999994661,Armenia,AM
2005,13.8999999991133,Armenia,AM
2004,10.4999999988202,Armenia,AM
2003,14.0000000015501,Armenia,AM
2002,13.1999999979356,Armenia,AM
2001,9.59999999927597,Armenia,AM
2000,5.90000000312092,Armenia,AM
