ano,topic_code,pais,codigo_pais
2024,,Brunei Darussalam,BN
2023,1.40706832327938,Brunei Darussalam,BN
2022,-1.62833154022366,Brunei Darussalam,BN
2021,-1.59076248075436,Brunei Darussalam,BN
2020,1.13357340605403,Brunei Darussalam,BN
2019,3.86884416432889,Brunei Darussalam,BN
2018,0.0523710544736673,Brunei Darussalam,BN
2017,1.32872651318183,Brunei Darussalam,BN
2016,-2.47791776520457,Brunei Darussalam,BN
2015,-0.392383487933529,Brunei Darussalam,BN
2014,-2.50788721630481,Brunei Darussalam,BN
2013,-2.12478318620758,Brunei Darussalam,BN
2012,0.913135324414256,Brunei Darussalam,BN
2011,3.74440638728039,Brunei Darussalam,BN
2010,2.74136433514822,Brunei Darussalam,BN
2009,-1.90025386182131,Brunei Darussalam,BN
2008,-3.90071082085659,Brunei Darussalam,BN
2007,-3.76362347570418,Brunei Darussalam,BN
2006,4.09841260978121,Brunei Darussalam,BN
2005,-0.00392518871980485,Brunei Darussalam,BN
2004,0.104538440167488,Brunei Darussalam,BN
2003,3.58342892575843,Brunei Darussalam,BN
2002,3.96143911729992,Brunei Darussalam,BN
2001,1.46606051123892,Brunei Darussalam,BN
2000,3.47467625024112,Brunei Darussalam,BN
