ano,topic_code,pais,codigo_pais
2024,,Brazil,BR
2023,2.90848048667777,Brazil,BR
2022,3.01669435393015,Brazil,BR
2021,4.76260437908608,Brazil,BR
2020,-3.2767587964736,Brazil,BR
2019,1.22077782360842,Brazil,BR
2018,1.783666761634,Brazil,BR
2017,1.32286905404399,Brazil,BR
2016,-3.27591690782192,Brazil,BR
2015,-3.54576339269425,Brazil,BR
2014,0.503955740242247,Brazil,BR
2013,3.00482266944432,Brazil,BR
2012,1.92117598576537,Brazil,BR
2011,3.97442307944702,Brazil,BR
2010,7.52822581815364,Brazil,BR
2009,-0.125812002161169,Brazil,BR
2008,5.09419544658736,Brazil,BR
2007,6.06987060678338,Brazil,BR
2006,3.96198871122617,Brazil,BR
2005,3.20213206130431,Brazil,BR
2004,5.75996463670954,Brazil,BR
2003,1.14082899824888,Brazil,BR
2002,3.05346185909312,Brazil,BR
2001,1.38989640095637,Brazil,BR
2000,4.38794944745618,Brazil,BR
