ano,topic_code,pais,codigo_pais
2024,,Brazil,BR
2023,99.9,Brazil,BR
2022,100.0,Brazil,BR
2021,99.8,Brazil,BR
2020,99.9,Brazil,BR
2019,100.0,Brazil,BR
2018,99.9,Brazil,BR
2017,99.9,Brazil,BR
2016,99.9,Brazil,BR
2015,100.0,Brazil,BR
2014,99.9,Brazil,BR
2013,99.9,Brazil,BR
2012,99.9,Brazil,BR
2011,99.9,Brazil,BR
2010,99.8,Brazil,BR
2009,99.9,Brazil,BR
2008,99.8,Brazil,BR
2007,99.8,Brazil,BR
2006,99.7,Brazil,BR
2005,99.6,Brazil,BR
2004,99.6,Brazil,BR
2003,99.5,Brazil,BR
2002,99.4,Brazil,BR
2001,99.2,Brazil,BR
2000,99.0,Brazil,BR
