ano,topic_code,pais,codigo_pais
2024,,Spain,ES
2023,,Spain,ES
2022,,Spain,ES
2021,19.0,Spain,ES
2020,19.3,Spain,ES
2019,16.7,Spain,ES
2018,16.9,Spain,ES
2017,15.2,Spain,ES
2016,16.7,Spain,ES
2015,16.3,Spain,ES
2014,17.3,Spain,ES
2013,16.9,Spain,ES
2012,15.8,Spain,ES
2011,14.7,Spain,ES
2010,14.4,Spain,ES
2009,12.2,Spain,ES
2008,9.7,Spain,ES
2007,9.0,Spain,ES
2006,8.5,Spain,ES
2005,7.3,Spain,ES
2004,8.0,Spain,ES
2003,8.9,Spain,ES
2002,7.4,Spain,ES
2001,8.9,Spain,ES
2000,7.9,Spain,ES
