ano,topic_code,pais,codigo_pais
2024,,Ecuador,EC
2023,,Ecuador,EC
2022,,Ecuador,EC
2021,18.9,Ecuador,EC
2020,20.2,Ecuador,EC
2019,17.7,Ecuador,EC
2018,16.3,Ecuador,EC
2017,17.0,Ecuador,EC
2016,14.8,Ecuador,EC
2015,13.1,Ecuador,EC
2014,12.2,Ecuador,EC
2013,11.8,Ecuador,EC
2012,13.2,Ecuador,EC
2011,13.2,Ecuador,EC
2010,11.8,Ecuador,EC
2009,12.9,Ecuador,EC
2008,15.3,Ecuador,EC
2007,15.9,Ecuador,EC
2006,14.2,Ecuador,EC
2005,16.2,Ecuador,EC
2004,16.7,Ecuador,EC
2003,16.6,Ecuador,EC
2002,17.1,Ecuador,EC
2001,17.1,Ecuador,EC
2000,19.4,Ecuador,EC
