ano,topic_code,pais,codigo_pais
2024,,Comoros,KM
2023,,Comoros,KM
2022,39.3,Comoros,KM
2021,41.2,Comoros,KM
2020,50.8,Comoros,KM
2019,55.3,Comoros,KM
2018,57.7,Comoros,KM
2017,59.5,Comoros,KM
2016,64.0,Comoros,KM
2015,67.0,Comoros,KM
2014,68.0,Comoros,KM
2013,63.6,Comoros,KM
2012,68.3,Comoros,KM
2011,69.0,Comoros,KM
2010,66.0,Comoros,KM
2009,68.5,Comoros,KM
2008,73.4,Comoros,KM
2007,74.4,Comoros,KM
2006,61.8,Comoros,KM
2005,65.7,Comoros,KM
2004,63.5,Comoros,KM
2003,64.4,Comoros,KM
2002,70.3,Comoros,KM
2001,69.5,Comoros,KM
2000,69.9,Comoros,KM
