ano,topic_code,pais,codigo_pais
2024,,Armenia,AM
2023,,Armenia,AM
2022,,Armenia,AM
2021,,Armenia,AM
2020,,Armenia,AM
2019,,Armenia,AM
2018,,Armenia,AM
2017,,Armenia,AM
2016,,Armenia,AM
2015,6.33589288838696,Armenia,AM
2014,,Armenia,AM
2013,,Armenia,AM
2012,,Armenia,AM
2011,,Armenia,AM
2010,7.47630501272821,Armenia,AM
2009,,Armenia,AM
2008,,Armenia,AM
2007,,Armenia,AM
2006,,Armenia,AM
2005,15.5599308372337,Armenia,AM
2004,,Armenia,AM
2003,,Armenia,AM
2002,,Armenia,AM
2001,,Armenia,AM
2000,21.3874850541173,Armenia,AM
