ano,topic_code,pais,codigo_pais
2024,,Belgium,BE
2023,9.4,Belgium,BE
2022,9.8,Belgium,BE
2021,10.2,Belgium,BE
2020,9.9,Belgium,BE
2019,10.2,Belgium,BE
2018,10.4,Belgium,BE
2017,10.5,Belgium,BE
2016,10.8,Belgium,BE
2015,10.8,Belgium,BE
2014,11.2,Belgium,BE
2013,11.3,Belgium,BE
2012,11.5,Belgium,BE
2011,11.7,Belgium,BE
2010,11.9,Belgium,BE
2009,11.8,Belgium,BE
2008,11.9,Belgium,BE
2007,11.7,Belgium,BE
2006,11.6,Belgium,BE
2005,11.4,Belgium,BE
2004,11.3,Belgium,BE
2003,11.0,Belgium,BE
2002,10.9,Belgium,BE
2001,11.2,Belgium,BE
2000,11.4,Belgium,BE
