ano,topic_code,pais,codigo_pais
2024,,Antigua and Barbuda,AG
2023,,Antigua and Barbuda,AG
2022,,Antigua and Barbuda,AG
2021,,Antigua and Barbuda,AG
2020,,Antigua and Barbuda,AG
2019,,Antigua and Barbuda,AG
2018,,Antigua and Barbuda,AG
2017,,Antigua and Barbuda,AG
2016,,Antigua and Barbuda,AG
2015,,Antigua and Barbuda,AG
2014,,Antigua and Barbuda,AG
2013,,Antigua and Barbuda,AG
2012,,Antigua and Barbuda,AG
2011,,Antigua and Barbuda,AG
2010,,Antigua and Barbuda,AG
2009,,Antigua and Barbuda,AG
2008,,Antigua and Barbuda,AG
2007,,Antigua and Barbuda,AG
2006,,Antigua and Barbuda,AG
2005,,Antigua and Barbuda,AG
2004,,Antigua and Barbuda,AG
2003,,Antigua and Barbuda,AG
2002,,Antigua and Barbuda,AG
2001,,Antigua and Barbuda,AG
2000,,Antigua and Barbuda,AG
