ano,topic_code,pais,codigo_pais
2024,7.634,Brazil,BR
2023,7.947,Brazil,BR
2022,9.231,Brazil,BR
2021,13.158,Brazil,BR
2020,13.697,Brazil,BR
2019,11.936,Brazil,BR
2018,12.329,Brazil,BR
2017,12.792,Brazil,BR
2016,11.58,Brazil,BR
2015,8.538,Brazil,BR
2014,6.755,Brazil,BR
2013,7.071,Brazil,BR
2012,7.251,Brazil,BR
2011,7.578,Brazil,BR
2010,8.422,Brazil,BR
2009,9.419,Brazil,BR
2008,8.268,Brazil,BR
2007,9.28,Brazil,BR
2006,9.692,Brazil,BR
2005,10.551,Brazil,BR
2004,10.072,Brazil,BR
2003,11.168,Brazil,BR
2002,10.641,Brazil,BR
2001,10.649,Brazil,BR
2000,10.889,Brazil,BR
