ano,topic_code,pais,codigo_pais
2024,11.878,Cabo Verde,CV
2023,11.971,Cabo Verde,CV
2022,12.246,Cabo Verde,CV
2021,13.976,Cabo Verde,CV
2020,14.69,Cabo Verde,CV
2019,12.128,Cabo Verde,CV
2018,12.17,Cabo Verde,CV
2017,12.24,Cabo Verde,CV
2016,12.077,Cabo Verde,CV
2015,11.907,Cabo Verde,CV
2014,11.674,Cabo Verde,CV
2013,11.392,Cabo Verde,CV
2012,11.142,Cabo Verde,CV
2011,10.948,Cabo Verde,CV
2010,10.67,Cabo Verde,CV
2009,13.517,Cabo Verde,CV
2008,13.335,Cabo Verde,CV
2007,13.323,Cabo Verde,CV
2006,13.397,Cabo Verde,CV
2005,13.45,Cabo Verde,CV
2004,13.465,Cabo Verde,CV
2003,13.592,Cabo Verde,CV
2002,13.397,Cabo Verde,CV
2001,13.278,Cabo Verde,CV
2000,13.088,Cabo Verde,CV
