ano,topic_code,pais,codigo_pais
2024,25.875,Djibouti,DJ
2023,26.154,Djibouti,DJ
2022,26.307,Djibouti,DJ
2021,27.668,Djibouti,DJ
2020,27.713,Djibouti,DJ
2019,26.256,Djibouti,DJ
2018,26.184,Djibouti,DJ
2017,26.064,Djibouti,DJ
2016,25.992,Djibouti,DJ
2015,26.07,Djibouti,DJ
2014,26.173,Djibouti,DJ
2013,26.157,Djibouti,DJ
2012,26.187,Djibouti,DJ
2011,26.314,Djibouti,DJ
2010,26.371,Djibouti,DJ
2009,26.33,Djibouti,DJ
2008,26.194,Djibouti,DJ
2007,26.3,Djibouti,DJ
2006,26.387,Djibouti,DJ
2005,26.452,Djibouti,DJ
2004,26.446,Djibouti,DJ
2003,26.488,Djibouti,DJ
2002,26.59,Djibouti,DJ
2001,26.599,Djibouti,DJ
2000,26.664,Djibouti,DJ
