ano,topic_code,pais,codigo_pais
2024,,Canada,CA
2023,53431.1857063879,Canada,CA
2022,55509.393176404,Canada,CA
2021,52496.8441693242,Canada,CA
2020,43537.839298904,Canada,CA
2019,46352.8693445211,Canada,CA
2018,46539.1761570405,Canada,CA
2017,45129.628116623,Canada,CA
2016,42314.0615817218,Canada,CA
2015,43594.1941045394,Canada,CA
2014,50960.8431174661,Canada,CA
2013,52638.1187235237,Canada,CA
2012,52670.3447335415,Canada,CA
2011,52223.8588398531,Canada,CA
2010,47560.6666009406,Canada,CA
2009,40874.8831932903,Canada,CA
2008,46710.2526864484,Canada,CA
2007,44660.0838892281,Canada,CA
2006,40504.0370977806,Canada,CA
2005,36383.6600068095,Canada,CA
2004,32145.5412620217,Canada,CA
2003,28301.8645937428,Canada,CA
2002,24256.0192337185,Canada,CA
2001,23822.096210932,Canada,CA
2000,24271.0020563821,Canada,CA
