ano,topic_code,pais,codigo_pais
2024,,Spain,ES
2023,33509.0127982139,Spain,ES
2022,30287.3657583614,Spain,ES
2021,30817.6828559001,Spain,ES
2020,27230.3599933583,Spain,ES
2019,29776.2011500384,Spain,ES
2018,30592.1264795541,Spain,ES
2017,28367.9392609439,Spain,ES
2016,26740.6851818829,Spain,ES
2015,25969.8383138327,Spain,ES
2014,29694.8874886229,Spain,ES
2013,29218.9105170888,Spain,ES
2012,28456.4438151477,Spain,ES
2011,31824.6219134777,Spain,ES
2010,30658.7422282912,Spain,ES
2009,32279.8208476151,Spain,ES
2008,35603.248328071,Spain,ES
2007,32652.015594702,Spain,ES
2006,28421.686527407,Spain,ES
2005,26450.9530130382,Spain,ES
2004,24925.0267844576,Spain,ES
2003,21522.0170990262,Spain,ES
2002,17111.0685058941,Spain,ES
2001,15368.2337984435,Spain,ES
2000,14743.2671031455,Spain,ES
