ano,topic_code,pais,codigo_pais
2024,,Australia,AU
2023,64820.9117890026,Australia,AU
2022,64997.0136536475,Australia,AU
2021,60607.7788605166,Australia,AU
2020,51791.540179984,Australia,AU
2019,54972.7017885437,Australia,AU
2018,57196.4220783778,Australia,AU
2017,53901.7145392154,Australia,AU
2016,49888.0410842736,Australia,AU
2015,56739.0265346593,Australia,AU
2014,62544.0873773726,Australia,AU
2013,68190.7010035651,Australia,AU
2012,68072.8732340801,Australia,AU
2011,62605.600458306,Australia,AU
2010,52144.6654705468,Australia,AU
2009,42816.5674002829,Australia,AU
2008,49701.2817843335,Australia,AU
2007,41051.6120652288,Australia,AU
2006,36595.7071548423,Australia,AU
2005,34479.7679298388,Australia,AU
2004,30836.7306824685,Australia,AU
2003,23718.1338501868,Australia,AU
2002,20301.8431713256,Australia,AU
2001,19695.7297379144,Australia,AU
2000,21870.4159669594,Australia,AU
