ano,topic_code,pais,codigo_pais
2024,,Andorra,AD
2023,46812.4484486309,Andorra,AD
2022,42414.0590092117,Andorra,AD
2021,42425.6996756291,Andorra,AD
2020,37361.0900666982,Andorra,AD
2019,41257.8045846483,Andorra,AD
2018,42819.7745797624,Andorra,AD
2017,40672.9943348258,Andorra,AD
2016,40129.8192007698,Andorra,AD
2015,38654.9347203095,Andorra,AD
2014,44369.659691379,Andorra,AD
2013,42470.3161159692,Andorra,AD
2012,41500.5435791686,Andorra,AD
2011,46657.1561173756,Andorra,AD
2010,42746.8309526019,Andorra,AD
2009,43975.0183668093,Andorra,AD
2008,49132.515707808,Andorra,AD
2007,48336.2283329823,Andorra,AD
2006,43467.2109930745,Andorra,AD
2005,40829.801876968,Andorra,AD
2004,39021.1278101878,Andorra,AD
2003,34063.5784034776,Andorra,AD
2002,26528.130158144,Andorra,AD
2001,23511.2951475737,Andorra,AD
2000,21810.2487431414,Andorra,AD
