ano,topic_code,pais,codigo_pais
2024,,American Samoa,AS
2023,,American Samoa,AS
2022,18017.4589383973,American Samoa,AS
2021,15236.1604875571,American Samoa,AS
2020,14489.2586563775,American Samoa,AS
2019,12886.1359517218,American Samoa,AS
2018,12552.0546868861,American Samoa,AS
2017,11863.6839452565,American Samoa,AS
2016,12843.3342903627,American Samoa,AS
2015,12727.4102651386,American Samoa,AS
2014,12026.3344929488,American Samoa,AS
2013,11813.5022034589,American Samoa,AS
2012,11745.4899153958,American Samoa,AS
2011,10383.459331451,American Samoa,AS
2010,10375.1720141957,American Samoa,AS
2009,12156.0293905777,American Samoa,AS
2008,10030.8089130902,American Samoa,AS
2007,9231.37240924563,American Samoa,AS
2006,8745.16621137404,American Samoa,AS
2005,8831.26975996609,American Samoa,AS
2004,8958.42866697173,American Samoa,AS
2003,9197.66196836987,American Samoa,AS
2002,8972.69636535698,American Samoa,AS
2001,,American Samoa,AS
2000,,American Samoa,AS
