ano,topic_code,pais,codigo_pais
2024,,Argentina,AR
2023,14187.4827252965,Argentina,AR
2022,13935.6811110049,Argentina,AR
2021,10738.0179223384,Argentina,AR
2020,8535.59938004389,Argentina,AR
2019,9955.97478680428,Argentina,AR
2018,11752.7998922979,Argentina,AR
2017,14532.5009308511,Argentina,AR
2016,12699.9623137756,Argentina,AR
2015,13679.6264980954,Argentina,AR
2014,12233.1444119186,Argentina,AR
2013,12963.675773326,Argentina,AR
2012,12949.717486654,Argentina,AR
2011,12704.2831819684,Argentina,AR
2010,10260.1313108254,Argentina,AR
2009,8150.23527028221,Argentina,AR
2008,8944.1102657357,Argentina,AR
2007,7185.25155147027,Argentina,AR
2006,5869.38028970204,Argentina,AR
2005,5067.65342293276,Argentina,AR
2004,4242.02099089422,Argentina,AR
2003,3320.47775133903,Argentina,AR
2002,2569.69963519124,Argentina,AR
2001,7141.47507662826,Argentina,AR
2000,7637.01489203628,Argentina,AR
