ano,topic_code,pais,codigo_pais
2024,,Central African Republic,CF
2023,495.978897153068,Central African Republic,CF
2022,467.359825026238,Central African Republic,CF
2021,492.263142830507,Central African Republic,CF
2020,462.879071294011,Central African Republic,CF
2019,449.228467602439,Central African Republic,CF
2018,455.243962859534,Central African Republic,CF
2017,432.324025684263,Central African Republic,CF
2016,387.176203444318,Central African Republic,CF
2015,366.322853938121,Central African Republic,CF
2014,409.8504859647,Central African Republic,CF
2013,364.36696260838,Central African Republic,CF
2012,544.395849142785,Central African Republic,CF
2011,534.057281471636,Central African Republic,CF
2010,476.873786950728,Central African Republic,CF
2009,456.471673898404,Central African Republic,CF
2008,437.24827472489,Central African Republic,CF
2007,380.887048839475,Central African Republic,CF
2006,333.942519903031,Central African Republic,CF
2005,311.950023138687,Central African Republic,CF
2004,303.461321152782,Central African Republic,CF
2003,278.403992150941,Central African Republic,CF
2002,248.639290978403,Central African Republic,CF
2001,237.951702544735,Central African Republic,CF
2000,239.154133726071,Central African Republic,CF
