ano,topic_code,pais,codigo_pais
2024,,Bangladesh,BD
2023,2551.01772674142,Bangladesh,BD
2022,2716.48592677835,Bangladesh,BD
2021,2482.84917843357,Bangladesh,BD
2020,2248.85078828233,Bangladesh,BD
2019,2129.79896954606,Bangladesh,BD
2018,1965.24372731467,Bangladesh,BD
2017,1811.08221668646,Bangladesh,BD
2016,1649.28380858601,Bangladesh,BD
2015,1224.38647668165,Bangladesh,BD
2014,1094.46199702838,Bangladesh,BD
2013,958.262989798283,Bangladesh,BD
2012,859.680536375497,Bangladesh,BD
2011,837.336944695647,Bangladesh,BD
2010,757.385280361508,Bangladesh,BD
2009,679.211477428056,Bangladesh,BD
2008,613.06204104124,Bangladesh,BD
2007,537.955492792911,Bangladesh,BD
2006,490.388026533289,Bangladesh,BD
2005,480.08585075452,Bangladesh,BD
2004,455.614016909798,Bangladesh,BD
2003,426.74880754362,Bangladesh,BD
2002,393.886422327628,Bangladesh,BD
2001,394.65641001891,Bangladesh,BD
2000,396.670730249751,Bangladesh,BD
