ano,topic_code,pais,codigo_pais
2024,,Ethiopia,ET
2023,1272.01628209211,Ethiopia,ET
2022,1011.0732858233,Ethiopia,ET
2021,910.947840320752,Ethiopia,ET
2020,905.313175805855,Ethiopia,ET
2019,828.70897229725,Ethiopia,ET
2018,747.968143637014,Ethiopia,ET
2017,745.632449222154,Ethiopia,ET
2016,696.195884706786,Ethiopia,ET
2015,621.845673808133,Ethiopia,ET
2014,549.986577082588,Ethiopia,ET
2013,484.039833104062,Ethiopia,ET
2012,452.101031885754,Ethiopia,ET
2011,343.024942351887,Ethiopia,ET
2010,330.619412798644,Ethiopia,ET
2009,368.574712267445,Ethiopia,ET
2008,316.410475118075,Ethiopia,ET
2007,237.146255996319,Ethiopia,ET
2006,189.345737521418,Ethiopia,ET
2005,158.243458082465,Ethiopia,ET
2004,133.169812538096,Ethiopia,ET
2003,116.800491132777,Ethiopia,ET
2002,109.593813612988,Ethiopia,ET
2001,118.457204255261,Ethiopia,ET
2000,122.269202606069,Ethiopia,ET
