ano,topic_code,pais,codigo_pais
2024,,Djibouti,DJ
2023,3554.83918868372,Djibouti,DJ
2022,3231.30015326477,Djibouti,DJ
2021,3019.69343880209,Djibouti,DJ
2020,2881.99924450145,Djibouti,DJ
2019,2837.17103336917,Djibouti,DJ
2018,2718.0853229414,Djibouti,DJ
2017,2618.95521147369,Djibouti,DJ
2016,2510.4300076241,Djibouti,DJ
2015,2376.12554719873,Djibouti,DJ
2014,2208.67810285113,Djibouti,DJ
2013,2074.29668941495,Djibouti,DJ
2012,1400.19357858954,Djibouti,DJ
2011,1306.34552844977,Djibouti,DJ
2010,1213.23352553429,Djibouti,DJ
2009,1150.9375857489,Djibouti,DJ
2008,1119.15233346969,Djibouti,DJ
2007,969.573220191902,Djibouti,DJ
2006,898.464628136774,Djibouti,DJ
2005,844.4483573908,Djibouti,DJ
2004,806.261652944964,Djibouti,DJ
2003,764.634465224597,Djibouti,DJ
2002,743.013270420348,Djibouti,DJ
2001,742.133791107063,Djibouti,DJ
2000,737.612183644052,Djibouti,DJ
