ano,topic_code,pais,codigo_pais
2024,,Afghanistan,AF
2023,415.707417059086,Afghanistan,AF
2022,357.261152798144,Afghanistan,AF
2021,356.496214115892,Afghanistan,AF
2020,510.787063366811,Afghanistan,AF
2019,496.6025042585,Afghanistan,AF
2018,491.337221382603,Afghanistan,AF
2017,525.469770891619,Afghanistan,AF
2016,522.082215583898,Afghanistan,AF
2015,565.569730408751,Afghanistan,AF
2014,625.054941813938,Afghanistan,AF
2013,637.087099117099,Afghanistan,AF
2012,651.417134470046,Afghanistan,AF
2011,606.694676337726,Afghanistan,AF
2010,560.621505463146,Afghanistan,AF
2009,452.053705477043,Afghanistan,AF
2008,381.73323802844,Afghanistan,AF
2007,376.223152003876,Afghanistan,AF
2006,274.218553561575,Afghanistan,AF
2005,254.184249149336,Afghanistan,AF
2004,221.763653873013,Afghanistan,AF
2003,198.871115728727,Afghanistan,AF
2002,178.954088379235,Afghanistan,AF
2001,138.706821676113,Afghanistan,AF
2000,174.930991430166,Afghanistan,AF
