ano,topic_code,pais,codigo_pais
2024,,Bahrain,BH
2023,29218.8605634137,Bahrain,BH
2022,30616.2610677495,Bahrain,BH
2021,27147.8083882286,Bahrain,BH
2020,24342.8444554718,Bahrain,BH
2019,27259.7438599327,Bahrain,BH
2018,26324.4066549559,Bahrain,BH
2017,24784.7693514607,Bahrain,BH
2016,23800.001440631,Bahrain,BH
2015,23734.0551143019,Bahrain,BH
2014,26451.7965647453,Bahrain,BH
2013,26989.7601148469,Bahrain,BH
2012,26438.6733230428,Bahrain,BH
2011,25032.7867743333,Bahrain,BH
2010,21819.3291098099,Bahrain,BH
2009,19465.3140745038,Bahrain,BH
2008,23299.4992780392,Bahrain,BH
2007,20908.4042548073,Bahrain,BH
2006,19267.282615072,Bahrain,BH
2005,17966.1657837625,Bahrain,BH
2004,15963.9493171617,Bahrain,BH
2003,14486.0269029822,Bahrain,BH
2002,13501.4708801425,Bahrain,BH
2001,13573.2339887597,Bahrain,BH
2000,14214.4836839343,Bahrain,BH
