ano,topic_code,pais,codigo_pais
2024,,Belize,BZ
2023,7459.99815132837,Belize,BZ
2022,7068.45478269722,Belize,BZ
2021,6122.61158580079,Belize,BZ
2020,5227.19363786168,Belize,BZ
2019,6190.04792278445,Belize,BZ
2018,6031.28139580144,Belize,BZ
2017,6072.58267640581,Belize,BZ
2016,6142.49873185177,Belize,BZ
2015,6154.49593498217,Belize,BZ
2014,6128.14288539305,Belize,BZ
2013,5950.20299917747,Belize,BZ
2012,5709.68918765363,Belize,BZ
2011,5582.22170621269,Belize,BZ
2010,5451.13897172477,Belize,BZ
2009,5401.22963143045,Belize,BZ
2008,5713.28126796797,Belize,BZ
2007,5765.28199932455,Belize,BZ
2006,5527.16775856439,Belize,BZ
2005,5272.74417207961,Belize,BZ
2004,5156.09817143194,Belize,BZ
2003,4962.08962013799,Belize,BZ
2002,4861.74314184267,Belize,BZ
2001,4721.81625660785,Belize,BZ
2000,4729.67080428075,Belize,BZ
