ano,topic_code,pais,codigo_pais
2024,,Burundi,BI
2023,193.007145564804,Burundi,BI
2022,250.634225368744,Burundi,BI
2021,214.091455416133,Burundi,BI
2020,210.008139902508,Burundi,BI
2019,210.236494521532,Burundi,BI
2018,224.89939239264,Burundi,BI
2017,236.694472592753,Burundi,BI
2016,235.286205393908,Burundi,BI
2015,280.966831311923,Burundi,BI
2014,250.540481111877,Burundi,BI
2013,234.843045388828,Burundi,BI
2012,231.688496393569,Burundi,BI
2011,230.070577369084,Burundi,BI
2010,216.727705301976,Burundi,BI
2009,199.097633037708,Burundi,BI
2008,189.502074570768,Burundi,BI
2007,166.162744906755,Burundi,BI
2006,161.892755640319,Burundi,BI
2005,147.234619294225,Burundi,BI
2004,125.194965184533,Burundi,BI
2003,111.406682804391,Burundi,BI
2002,120.952308575468,Burundi,BI
2001,132.159554541932,Burundi,BI
2000,134.537861752389,Burundi,BI
