ano,topic_code,pais,codigo_pais
2024,,Cuba,CU
2023,,Cuba,CU
2022,,Cuba,CU
2021,,Cuba,CU
2020,9605.26125067263,Cuba,CU
2019,9232.26115935183,Cuba,CU
2018,8911.46205964193,Cuba,CU
2017,8610.60829531998,Cuba,CU
2016,8110.55873961397,Cuba,CU
2015,7727.91997207998,Cuba,CU
2014,7146.70459051328,Cuba,CU
2013,6828.36428245396,Cuba,CU
2012,6470.83673392653,Cuba,CU
2011,6104.46105236166,Cuba,CU
2010,5272.26755824835,Cuba,CU
2009,5089.23519757167,Cuba,CU
2008,4986.12436479175,Cuba,CU
2007,4807.43888960684,Cuba,CU
2006,4329.98265964383,Cuba,CU
2005,3786.33799225291,Cuba,CU
2004,3399.21962893402,Cuba,CU
2003,3202.78109865637,Cuba,CU
2002,3005.21104247868,Cuba,CU
2001,2842.96704310394,Cuba,CU
2000,2751.3817714814,Cuba,CU
