ano,topic_code,pais,codigo_pais
2024,,China,CN
2023,12614.0617416421,China,CN
2022,12662.5826712038,China,CN
2021,12617.5051041181,China,CN
2020,10408.7195541075,China,CN
2019,10143.8602206165,China,CN
2018,9905.40638304527,China,CN
2017,8817.04560829162,China,CN
2016,8094.39016735149,China,CN
2015,8016.44559489998,China,CN
2014,7636.07434020616,China,CN
2013,7020.3860742288,China,CN
2012,6300.58217951734,China,CN
2011,5614.38602225277,China,CN
2010,4550.47394356715,China,CN
2009,3832.2274569094,China,CN
2008,3468.32706307504,China,CN
2007,2693.95873160283,China,CN
2006,2099.2194300499,China,CN
2005,1753.41419160544,China,CN
2004,1508.66791560781,China,CN
2003,1288.63749134336,China,CN
2002,1148.51425710711,China,CN
2001,1053.11231442789,China,CN
2000,959.360431369138,China,CN
