ano,topic_code,pais,codigo_pais
2024,,Eritrea,ER
2023,,Eritrea,ER
2022,,Eritrea,ER
2021,,Eritrea,ER
2020,,Eritrea,ER
2019,,Eritrea,ER
2018,,Eritrea,ER
2017,,Eritrea,ER
2016,,Eritrea,ER
2015,,Eritrea,ER
2014,,Eritrea,ER
2013,,Eritrea,ER
2012,,Eritrea,ER
2011,688.68165957684,Eritrea,ER
2010,539.699512069686,Eritrea,ER
2009,642.92572288007,Eritrea,ER
2008,490.066956003333,Eritrea,ER
2007,480.44762365456,Eritrea,ER
2006,447.997404727201,Eritrea,ER
2005,412.753079199423,Eritrea,ER
2004,426.840947887032,Eritrea,ER
2003,348.950327077742,Eritrea,ER
2002,304.775756465092,Eritrea,ER
2001,325.409161513593,Eritrea,ER
2000,314.357396753501,Eritrea,ER
