ano,topic_code,pais,codigo_pais
2024,,Benin,BJ
2023,1394.37330217623,Benin,BJ
2022,1264.70765976655,Benin,BJ
2021,1318.83497843483,Benin,BJ
2020,1197.50136428063,Benin,BJ
2019,1130.82135304977,Benin,BJ
2018,1151.74096952152,Benin,BJ
2017,1054.97408141687,Benin,BJ
2016,1010.53389609187,Benin,BJ
2015,1002.41886882564,Benin,BJ
2014,1204.39918700511,Benin,BJ
2013,1168.92699314206,Benin,BJ
2012,1071.52583567484,Benin,BJ
2011,1059.41358915783,Benin,BJ
2010,973.244254493089,Benin,BJ
2009,1024.10277858112,Benin,BJ
2008,1060.60254502099,Benin,BJ
2007,912.338247188342,Benin,BJ
2006,809.147072506221,Benin,BJ
2005,779.437777753268,Benin,BJ
2004,758.695803786371,Benin,BJ
2003,676.002878084282,Benin,BJ
2002,546.463829658159,Benin,BJ
2001,492.401499509072,Benin,BJ
2000,487.424141384242,Benin,BJ
