ano,topic_code,pais,codigo_pais
2024,,Spain,ES
2023,,Spain,ES
2022,0.778130233287811,Spain,ES
2021,0.812225878238678,Spain,ES
2020,0.879999995231628,Spain,ES
2019,0.75393408536911,Spain,ES
2018,0.660000026226044,Spain,ES
2017,0.684413909912109,Spain,ES
2016,0.689999997615814,Spain,ES
2015,0.596049249172211,Spain,ES
2014,0.618361234664917,Spain,ES
2013,0.0,Spain,ES
2012,0.0,Spain,ES
2011,0.0,Spain,ES
2010,0.0,Spain,ES
2009,,Spain,ES
2008,,Spain,ES
2007,,Spain,ES
2006,,Spain,ES
2005,,Spain,ES
2004,,Spain,ES
2003,,Spain,ES
2002,,Spain,ES
2001,,Spain,ES
2000,,Spain,ES
